signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,transcript_clean,hidden_file
S09681_L0224_E013,i'm just delighted to make the team,i'm just delighted to make the team ,100.0,7,7,I'm just delighted to make the team.,I'm just delighted to make the team.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09681_L0224_E013.pt
S09689_L0206_E013,i'm sure your friend will have no trouble finding someone,i'm sure your friend will have no problem finding someone,90.0,10,9,I'm sure your friend will have no trouble finding someone.,I'm sure your friend will have no trouble finding someone.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09689_L0206_E013.pt
S09689_L0212_E013,i'm sure your friend will have no trouble finding someone,i'm sure you friend will have no trouble finding someone,90.0,10,9,I'm sure your friend will have no trouble finding someone.,I'm sure your friend will have no trouble finding someone.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09689_L0212_E013.pt
S09704_L0200_E013,how can i tell them how i feel about it,how can i tell them how i feel about it,100.0,10,10,How can I tell them how I feel about it?,How can I tell them how I feel about it?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09704_L0200_E013.pt
S09707_L0219_E013,at least she knew adam was safe now,at least she knew adam was safe now,100.0,8,8,At least she knew Adam was safe now.,At least she knew Adam was safe now.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09707_L0219_E013.pt
S09707_L0225_E013,at least she knew adam was safe now,let me see adam was safe now,50.0,8,4,At least she knew Adam was safe now.,At least she knew Adam was safe now.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09707_L0225_E013.pt
S09714_L0222_E013,she wasn't used to being without a pillow,she wasn't used to being without a pillow,100.0,8,8,She wasn't used to being without a pillow.,She wasn't used to being without a pillow.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09714_L0222_E013.pt
S09716_L0224_E013,the queen sent her own sister a real princess instead,the queen sent her own sister a real princess instead ,100.0,10,10,"The queen sent her own sister, a real princess, instead.","The queen sent her own sister, a real princess, instead.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09716_L0224_E013.pt
S09717_L0209_E013,at least not in front of the maid,at least not in front of the maid,100.0,8,8,At least not in front of the maid.,At least not in front of the maid.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09717_L0209_E013.pt
S09733_L0217_E013,they tend to subside as quickly as they arise,they can subside as quickly as they arrive,66.6666666667,9,6,They tend to subside as quickly as they arise.,They tend to subside as quickly as they arise.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09733_L0217_E013.pt
S09740_L0219_E013,my little crew of seven fish are the test bed,my little seven fish test bed,60.0,10,6,My little crew of seven fish are the test bed.,My little crew of seven fish are the test bed.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09740_L0219_E013.pt
S09740_L0225_E013,my little crew of seven fish are the test bed,my little crew of seven fish are my test bed,90.0,10,9,My little crew of seven fish are the test bed.,My little crew of seven fish are the test bed.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09740_L0225_E013.pt
S09752_L0218_E013,even that would be better than separation,even that would be better than separation,100.0,7,7,Even that would be better than separation.,Even that would be better than separation.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09752_L0218_E013.pt
S09752_L0221_E013,even that would be better than separation,even that would be better than separation,100.0,7,7,Even that would be better than separation.,Even that would be better than separation.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09752_L0221_E013.pt
S09753_L0218_E013,there is however an important general point at issue here,there is however an important point to be made,60.0,10,6,"There is, however, an important general pointed issue here.","There is, however, an important general pointed issue here.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09753_L0218_E013.pt
S09759_L0224_E013,i wouldn't have had that happen for anything,i wouldn't have had that happen for anything,100.0,8,8,I wouldn't have had that happen for anything.,I wouldn't have had that happen for anything.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09759_L0224_E013.pt
S09765_L0224_E013,and how long will this last us,and how long,42.8571428571,7,3,And how long will this last us?,And how long will this last us?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09765_L0224_E013.pt
S09767_L0212_E013,the next question is where can they be bought,the next question is where can they be bought,100.0,9,9,"The next question is, where can they be bought?","The next question is, where can they be bought?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09767_L0212_E013.pt
S09767_L0221_E013,the next question is where can they be bought,the next question is where can they be bought,100.0,9,9,"The next question is, where can they be bought?","The next question is, where can they be bought?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09767_L0221_E013.pt
S09770_L0218_E013,alan will charge off and take immediate action,allan would charge off and the action,62.5,8,5,Alan will charge off and take immediate action.,Alan will charge off and take immediate action.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09770_L0218_E013.pt
S09770_L0221_E013,alan will charge off and take immediate action,alan would charge off and take a reduction,62.5,8,5,Alan will charge off and take immediate action.,Alan will charge off and take immediate action.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09770_L0221_E013.pt
S09776_L0200_E013,it's not surprising nobody has any respect for it,it's not surprising nobody has any respect for it,100.0,9,9,It's not surprising nobody has any respect for it.,It's not surprising nobody has any respect for it.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09776_L0200_E013.pt
S09776_L0240_E013,it's not surprising nobody has any respect for it,it's not surprising nobody has any respect for it,100.0,9,9,It's not surprising nobody has any respect for it.,It's not surprising nobody has any respect for it.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09776_L0240_E013.pt
S09777_L0243_E013,the banquet was a sumptuous luxurious meal,the banquet was a sumptuous luxurious meal ,100.0,7,7,"The banquet was a sumptuous, luxurious meal.","The banquet was a sumptuous, luxurious meal.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09777_L0243_E013.pt
S09780_L0209_E013,well i'm not going to do them,well i'm not going to do them,100.0,7,7,"Well, I'm not going to do them.","Well, I'm not going to do them.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09780_L0209_E013.pt
S09790_L0216_E013,add the sugar and beat again until fluffy and light,add the sugar then beat again until fluffy and light,90.0,10,9,Add the sugar and beat again until fluffy and light.,Add the sugar and beat again until fluffy and light.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09790_L0216_E013.pt
S09793_L0231_E013,down from them were two more men,down from them were two more men ,100.0,7,7,Down from them were two more men.,Down from them were two more men.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09793_L0231_E013.pt
S09803_L0201_E013,the town clerk held up his hand,the town clerk held up his hand,100.0,7,7,The town clerk held up his hand.,The town clerk held up his hand.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09803_L0201_E013.pt
S09811_L0229_E013,one of the men said yes we are,one of the men said yes we are,100.0,8,8,"One of the men said, yes we are.","One of the men said, Yes, we are.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09811_L0229_E013.pt
S09812_L0242_E013,it is a question of fact and degree,it was a question of fact,62.5,8,5,It is a question of fact and degree.,It is a question of fact and degree.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09812_L0242_E013.pt
S09819_L0239_E013,having no power was the greatest problem,having now was the greatest problem,71.4285714286,7,5,Having no power was the greatest problem.,Having no power was the greatest problem.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09819_L0239_E013.pt
S09824_L0222_E013,i understand the poor young lady was quite a beauty,i understand the poor young lady was quite a beauty,100.0,10,10,I understand the poor young lady was quite a beauty.,I understand the poor young lady was quite a beauty.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09824_L0222_E013.pt
S09827_L0224_E013,but mostly it's either something i've written or something old,but mostly it's something i've written or something old,90.0,10,9,"But mostly, it's either something I've written or something old.",But mostly it's either something I've written or something old.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09827_L0224_E013.pt
S09828_L0216_E013,in fact it does a great deal less,in fact it does a great deal less,100.0,8,8,"In fact, it does a great deal less.","In fact, it does a great deal less.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09828_L0216_E013.pt
S09830_L0201_E013,so how have you been making out without me then,so how have you been making out without me then,100.0,10,10,So how have you been making out without me then?,So how have you been making out without me then?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09830_L0201_E013.pt
S09831_L0216_E013,entry can be rapid as can withdrawal,entry can be rapid as can withdrawal,100.0,7,7,"Entry can be rapid, as can withdrawal.","Entry can be rapid, as can withdrawal.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09831_L0216_E013.pt
S09833_L0229_E013,now what should she get for lunch,now what should you get for lunch,85.7142857143,7,6,"Now, what should she get for lunch?","Now, what should she get for lunch?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09833_L0229_E013.pt
