signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,wcs,correct_words,transcript_clean,hidden_file
S09856_L0222_E009,she had to get her say in didn't she,she had to get her say in didn't she,100.0,9,9,"She had to get her say in, didn't she?",100.0,she had to get her say in didn't she,"She had to get her say in, didn't she?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09856_L0222_E009.pt
S09857_L0212_E009,he simply couldn't respond to the person she had become,he simply couldn't respond to the person she had become,100.0,10,10,He simply couldn't respond to the person she had become.,100.0,he simply couldn't respond to the person she had become,He simply couldn't respond to the person she had become.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09857_L0212_E009.pt
S09857_L0221_E009,he simply couldn't respond to the person she had become,he simply couldn't respond to the person she had become,100.0,10,10,He simply couldn't respond to the person she had become.,100.0,he simply couldn't respond to the person she had become,He simply couldn't respond to the person she had become.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09857_L0221_E009.pt
S09860_L0239_E009,she herself was different for one thing,she herself was different for one thing,100.0,7,7,She has said it's different for one thing.,71.42857142857143,she different for one thing,She herself was different for one thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09860_L0239_E009.pt
S09862_L0243_E009,on the wharf activity was dying down,on the wall activity was dying down ,85.7142857143,7,6,"On the wharf, activity was dying down.",100.0,on the wharf activity was dying down,"On the wharf, activity was dying down.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09862_L0243_E009.pt
S09865_L0239_E009,what kind of book she give you pal,what kind of books,37.5,8,3,"What kind of books you gave him, pal?",62.5,what kind of you pal,"What kind of books you give you, pal?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09865_L0239_E009.pt
S09866_L0229_E009,it's time you two learned to get along,it's time you two learned to get along,100.0,8,8,It's time you two learn to get along.,87.5,it's time you two to get along,It's time you too learn to get along.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09866_L0229_E009.pt
S09870_L0206_E009,do you doubt i have such a sum,,0.0,8,0,Do you doubt I have such a son?,87.5,do you doubt i have such a,Do you doubt I have such a son?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09870_L0206_E009.pt
S09884_L0239_E009,it was about the future of the soviet union,it was about the future of the soviet union,100.0,9,9,It was about the future of the Soviet Union.,100.0,it was about the future of the soviet union,It was about the future of the Soviet Union.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09884_L0239_E009.pt
S09892_L0239_E009,all we have to do is listen,all we have to do is listen,100.0,7,7,All we have to do is listen.,100.0,all we have to do is listen,All we have to do is listen.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09892_L0239_E009.pt
S09893_L0227_E009,it was the third hour of the night watch,it was the third hour of the night watch,100.0,9,9,It was the third hour of the Night Watch.,100.0,it was the third hour of the night watch,It was the third hour of the night watch.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09893_L0227_E009.pt
S09894_L0227_E009,i let him stay here because of you,i let him stay here because of you,100.0,8,8,I let him stay here because of you.,100.0,i let him stay here because of you,I let him stay here because of you.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09894_L0227_E009.pt
S09900_L0243_E009,and what was the rest of it,and what was the rest of it ,100.0,7,7,And what was the rest of it?,100.0,and what was the rest of it,And what was the rest of it?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09900_L0243_E009.pt
S09903_L0236_E009,all his long life the taste never abandoned him,all his long life she had never abandoned him,77.7777777778,9,7,All this long life would taste never abundant in.,55.55555555555556,all long life taste never,All his long life the taste never abandoned him.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09903_L0236_E009.pt
S09904_L0209_E009,host performance is said to be unaffected by the board,most performance is said to be unaffected by the board,90.0,10,9,Post performance is said to be unaffected by the board.,90.0,performance is said to be unaffected by the board,Host performance is said to be unaffected by the board.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09904_L0209_E009.pt
S09907_L0243_E009,for ever after all had not been so long,forever after all had not been so long ,77.7777777778,9,7,"Forever, after all, had not been so long.",77.77777777777777,after all had not been so long,"Forever, after all, had not been so long.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09907_L0243_E009.pt
S09908_L0215_E009,where else could he have been going,where else could he have been going,100.0,7,7,Where else could he have been going?,100.0,where else could he have been going,Where else could he have been going?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09908_L0215_E009.pt
S09913_L0216_E009,he spoke to the financial controller too,he spoke to the financial controller to,100.0,7,7,He spoke to the financial controller too.,100.0,he spoke to the financial controller too,He spoke to the financial controller too.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09913_L0216_E009.pt
S09915_L0216_E009,can't anyone get this stinking wire off me,can't anyone get this stinking wire off me,100.0,8,8,Can't anyone get this stinking wire off me?,100.0,can't anyone get this stinking wire off me,Can't anyone get this stinking wire off me?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09915_L0216_E009.pt
S09919_L0225_E009,well what i knew was i would get no more,well i knew was i would get no more,90.0,10,9,"Well what I knew was, I would get no more.",100.0,well what i knew was i would get no more,"Well, what I knew was I would get no more.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09919_L0225_E009.pt
S09919_L0231_E009,well what i knew was i would get no more,what i knew was i would get no more ,90.0,10,9,"Well what I knew was, I would get no more.",100.0,well what i knew was i would get no more,"Well, what I knew was I would get no more.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09919_L0231_E009.pt
S09922_L0206_E009,no other director would have cast me no other,no other director no other,55.5555555556,9,5,No other director could castle me. No other.,66.66666666666667,no other director me no other,"No other director would have cast me, no other.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09922_L0206_E009.pt
S09922_L0212_E009,no other director would have cast me no other,no other director would cast me no other,88.8888888889,9,8,No other director would cost me no other.,77.77777777777777,no other director would me no other,"No other director would have cast me, no other.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09922_L0212_E009.pt
S09923_L0218_E009,perhaps you should go to your embassy,perhaps you should go to your embassy,100.0,7,7,Perhaps you should go to your embassy.,100.0,perhaps you should go to your embassy,Perhaps you should go to your embassy.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09923_L0218_E009.pt
S09928_L0201_E009,think for a moment what your house is worth today,think for a moment what your house is worth today,100.0,10,10,Think for a moment what your house is worth today.,100.0,think for a moment what your house is worth today,Think for a moment what your house is worth today.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09928_L0201_E009.pt
S09934_L0219_E009,so you can be chic as you get slim,so you can be chic as well as slim,77.7777777778,9,7,So you can be chic as you get slim.,100.0,so you can be chic as you get slim,So you can be chic as you get slim.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09934_L0219_E009.pt
S09934_L0225_E009,so you can be chic as you get slim,so you can be chic as you get slim,100.0,9,9,So you can be sheep as you get slim.,88.88888888888889,so you can be as you get slim,So you can be chic as you get slim.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09934_L0225_E009.pt
S09935_L0242_E009,just you the wind the water and the sun,just you the wind the water and the sun,100.0,9,9,"Just you, the wind, the water and the sun.",100.0,just you the wind the water and the sun,"Just you, the wind, the water and the sun.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09935_L0242_E009.pt
S09945_L0215_E009,i don't owe anyone except perhaps myself,i don't owe anyone except perhaps myself ,100.0,7,7,I don't owe anyone except perhaps myself.,100.0,i don't owe anyone except perhaps myself,I don't owe anyone except perhaps myself.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09945_L0215_E009.pt
S09951_L0200_E009,i thank you my lord for your courtesy,i thank you my lord for your steer,87.5,8,7,"I thank thee, my lord, for your practicing.",75.0,i thank my lord for your,I thank you my lord for your courtesy.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09951_L0200_E009.pt
S09952_L0218_E009,her mother left her alone in an empty house,her mother left her alone in an empty house ,100.0,9,9,Her mother left her alone in an empty house.,100.0,her mother left her alone in an empty house,Her mother left her alone in an empty house.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09952_L0218_E009.pt
S09952_L0221_E009,her mother left her alone in an empty house,her mother left her alone in an empty house,100.0,9,9,Her mother left her alone in an empty house.,100.0,her mother left her alone in an empty house,Her mother left her alone in an empty house.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09952_L0221_E009.pt
S09961_L0206_E009,now who did you sit next to,nige who did you sit next to,85.7142857143,7,6,"Now, who did you sit next to?",100.0,now who did you sit next to,"Now, who did you sit next to?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09961_L0206_E009.pt
S09961_L0212_E009,now who did you sit next to,now who did you sit next to,100.0,7,7,"Now, who did you sit next to?",100.0,now who did you sit next to,"Now, who did you sit next to?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09961_L0212_E009.pt
